Suspicious_Report,Sex,MaritalStatus,RepNumber,Age,High_Risk_Individual,FraudFound_P
1,Male,Single,16,52,0,0
0,Female,Married,11,64,0,0
1,Male,Single,15,58,0,0
1,Male,Single,7,25,0,0
1,Female,Married,12,40,0,1
0,Male,Married,2,28,0,0
0,Male,Married,6,57,0,0
0,Male,Married,12,70,0,0
0,Female,Married,10,29,0,0
1,Male,Married,13,41,0,1
1,Male,Married,8,70,0,0
0,Female,Divorced,14,44,0,0
0,Female,Single,8,34,0,0
1,Male,Married,10,28,0,1
0,Male,Married,9,32,0,0
0,Male,Single,14,32,0,0
0,Male,Single,13,25,0,0
1,Male,Married,10,63,0,0
1,Male,Single,10,58,0,0
0,Female,Single,8,32,0,0
0,Male,Married,10,42,0,0
1,Male,Single,5,58,0,0
1,Male,Married,14,52,0,0
1,Male,Married,11,53,0,0
1,Male,Single,15,27,0,0
1,Female,Married,2,49,0,1
1,Female,Married,6,31,0,0
1,Male,Married,12,54,0,0
0,Male,Married,4,31,0,0
1,Female,Single,9,41,0,0
1,Male,Single,1,61,0,0
0,Male,Married,9,32,0,1
0,Male,Married,7,26,0,0
1,Male,Married,4,47,0,1
1,Female,Married,7,34,0,0
0,Female,Single,5,30,0,0
1,Male,Married,1,50,0,1
0,Male,Single,2,21,1,0
0,Male,Married,11,50,0,0
1,Female,Married,6,63,0,0
0,Male,Married,9,28,0,0
1,Male,Married,15,52,0,0
1,Male,Married,2,44,0,0
1,Female,Married,7,36,0,0
1,Female,Single,6,22,1,0
0,Female,Married,7,27,0,0
1,Male,Married,16,43,0,1
0,Female,Married,9,28,0,0
0,Female,Divorced,7,35,0,0
0,Female,Married,7,36,0,0
1,Male,Single,9,19,1,0
1,Male,Married,8,47,0,0
0,Male,Married,16,56,0,0
1,Female,Married,6,48,0,0
0,Male,Single,4,41,0,0
1,Female,Married,7,57,0,0
0,Male,Single,4,22,1,0
0,Male,Married,5,34,0,0
1,Female,Married,12,31,0,0
1,Male,Married,16,29,0,1
1,Male,Single,4,26,0,0
0,Male,Married,10,63,0,0
0,Male,Married,4,22,1,0
1,Male,Single,15,22,0,0
1,Male,Married,1,35,0,1
0,Male,Married,8,36,0,0
1,Female,Single,11,24,1,0
1,Female,Married,11,32,0,0
1,Male,Single,10,26,0,0
0,Male,Single,1,30,0,0
1,Male,Single,12,25,0,0
0,Male,Married,6,55,0,0
1,Male,Single,13,34,0,0
1,Female,Married,12,55,0,0
1,Male,Single,15,24,1,0
0,Female,Single,4,28,0,0
0,Male,Married,13,22,0,0
1,Male,Married,2,59,0,0
1,Female,Married,12,32,0,0
0,Male,Married,11,39,0,0
0,Male,Married,2,34,0,0
1,Male,Married,6,40,0,0
1,Female,Married,6,62,0,0
1,Male,Married,6,62,0,0
0,Female,Married,9,54,0,0
1,Female,Married,2,61,0,0
1,Male,Married,16,70,0,0
1,Male,Married,9,51,0,0
0,Male,Single,10,21,0,0
0,Male,Married,2,61,0,0
1,Female,Married,8,59,0,0
0,Male,Married,8,63,0,0
1,Female,Single,12,29,0,0
1,Male,Single,12,36,0,0
1,Male,Married,9,46,0,1
1,Male,Married,3,78,0,0
1,Male,Married,5,56,0,0
1,Male,Married,13,62,0,0
1,Male,Single,14,45,0,0
0,Male,Single,4,29,0,0
0,Female,Married,8,27,0,0
1,Female,Married,3,55,0,0
1,Female,Married,9,45,0,0
0,Male,Single,8,41,0,0
1,Male,Married,3,66,0,0
1,Male,Divorced,3,48,0,0
0,Male,Married,3,40,0,1
0,Male,Married,12,55,0,0
0,Male,Single,15,21,1,0
0,Male,Married,15,50,0,0
0,Female,Single,6,24,0,0
1,Male,Married,15,24,1,0
1,Female,Married,9,55,0,0
1,Male,Single,6,39,0,0
0,Male,Married,3,61,0,0
1,Female,Married,8,51,0,0
0,Male,Married,10,40,0,0
0,Male,Married,14,29,0,0
0,Female,Married,16,36,0,0
0,Male,Single,14,42,0,0
0,Male,Married,6,58,0,0
0,Male,Married,1,46,0,0
1,Male,Married,7,48,0,0
1,Male,Married,10,71,0,0
1,Male,Single,4,52,0,0
1,Male,Married,10,34,0,0
1,Male,Single,14,46,0,0
0,Female,Married,8,37,0,0
1,Male,Married,11,27,0,0
1,Male,Married,10,73,0,0
1,Female,Single,13,27,0,1
0,Male,Married,12,48,0,0
1,Female,Married,3,27,0,0
1,Female,Single,4,41,0,0
0,Male,Single,1,35,0,0
0,Female,Married,14,35,0,0
0,Male,Single,13,0,1,0
1,Female,Married,7,27,0,0
1,Male,Married,1,23,1,0
0,Male,Married,16,62,0,0
0,Male,Married,10,33,0,0
0,Male,Married,8,51,0,0
1,Male,Single,3,20,0,0
0,Male,Single,13,47,0,0
1,Male,Divorced,6,70,0,0
1,Male,Married,10,61,0,1
0,Male,Married,11,51,0,0
1,Male,Married,1,28,0,1
0,Female,Married,4,54,0,0
0,Female,Married,1,30,0,0
1,Male,Married,9,48,0,0
0,Male,Single,15,63,0,0
0,Female,Married,3,53,0,0
1,Male,Single,4,37,0,0
1,Female,Single,8,45,0,0
1,Female,Married,14,59,0,0
1,Male,Married,3,60,0,0
1,Female,Married,12,63,0,0
1,Female,Single,4,43,0,0
1,Female,Divorced,9,53,0,0
0,Male,Married,8,67,0,0
1,Male,Single,7,33,0,0
1,Male,Married,5,36,0,1
0,Female,Married,16,40,0,0
1,Male,Married,5,33,0,0
0,Male,Single,15,55,0,0
0,Female,Single,2,27,0,0
1,Male,Single,7,26,0,0
0,Male,Married,16,30,0,0
0,Female,Single,13,38,0,0
0,Female,Single,10,35,0,0
0,Male,Single,2,41,0,0
0,Female,Single,14,29,0,0
1,Male,Married,5,35,0,1
0,Male,Married,9,45,0,0
0,Male,Married,9,73,0,0
1,Male,Married,4,70,0,0
1,Male,Married,1,55,0,1
1,Female,Married,9,28,0,0
1,Female,Married,10,50,0,0
1,Male,Married,13,19,1,1
1,Male,Single,11,44,0,1
0,Male,Married,1,42,0,1
0,Male,Single,14,60,0,0
0,Male,Single,8,23,0,0
1,Male,Married,9,79,0,0
1,Male,Married,15,46,0,0
1,Male,Divorced,15,36,0,0
1,Male,Married,7,44,0,1
1,Female,Married,15,56,0,0
1,Female,Single,14,42,0,0
1,Male,Married,12,34,0,0
1,Female,Married,2,31,0,0
1,Male,Single,11,21,0,0
0,Female,Married,9,43,0,1
1,Male,Married,10,32,0,1
0,Male,Single,7,38,0,0
1,Female,Married,4,54,0,1
1,Female,Married,5,46,0,0
0,Male,Married,4,43,0,0
1,Male,Married,14,77,0,0
1,Male,Single,3,48,0,0
0,Female,Single,12,28,0,0
0,Male,Single,4,35,0,0
0,Male,Single,16,21,0,0
0,Male,Married,16,59,0,0
1,Male,Single,15,34,0,1
0,Male,Married,5,45,0,0
1,Female,Single,6,48,0,0
1,Female,Single,16,36,0,0
1,Male,Single,2,19,1,0
0,Male,Single,8,57,0,0
0,Male,Married,10,37,0,0
0,Male,Single,15,52,0,0
1,Male,Single,1,48,0,1
0,Male,Married,4,48,0,0
1,Male,Married,3,58,0,0
0,Male,Single,10,37,0,0
0,Female,Married,14,45,0,0
1,Male,Married,15,48,0,0
1,Male,Married,2,28,0,1
1,Female,Married,4,40,0,0
1,Female,Married,1,38,0,0
1,Male,Single,4,26,0,1
0,Male,Single,6,21,0,0
1,Female,Single,9,38,0,0
1,Male,Single,6,49,0,0
0,Male,Married,1,68,0,0
0,Male,Married,14,62,0,0
1,Female,Married,15,40,0,0
0,Female,Married,12,43,0,0
1,Male,Single,8,48,0,0
1,Male,Married,4,37,0,1
1,Male,Single,7,27,0,1
0,Female,Married,5,53,0,0
0,Female,Single,4,33,0,0
1,Male,Single,11,32,0,1
1,Male,Single,12,72,0,0
1,Male,Single,3,52,0,0
1,Male,Married,14,38,0,1
0,Female,Single,14,54,0,0
1,Male,Married,8,40,0,1
1,Male,Married,6,26,0,0
0,Male,Single,3,28,0,0
1,Female,Married,4,53,0,1
0,Male,Married,6,46,0,0
1,Female,Married,15,47,0,0
1,Male,Married,2,74,0,0
1,Male,Single,15,47,0,1
1,Male,Married,11,26,0,1
1,Male,Single,2,23,0,0
1,Male,Married,6,46,0,0
1,Male,Single,6,40,0,0
1,Male,Single,4,21,1,0
1,Female,Married,7,45,0,0
1,Male,Married,13,38,0,1
1,Female,Single,11,45,0,0
0,Male,Single,1,21,1,0
1,Female,Married,7,35,0,1
1,Female,Married,12,51,0,1
1,Male,Single,8,37,0,0
0,Female,Single,11,30,0,0
0,Male,Single,5,26,0,0
1,Male,Single,9,27,0,1
0,Male,Married,10,36,0,0
1,Male,Single,7,41,0,0
0,Male,Married,1,48,0,0
0,Male,Single,14,22,0,0
1,Male,Married,4,34,0,1
1,Male,Single,6,26,0,0
0,Male,Married,9,54,0,0
0,Female,Married,8,38,0,0
1,Female,Single,10,28,0,0
0,Male,Single,12,28,0,0
0,Female,Married,14,26,0,0
1,Male,Single,14,51,0,0
1,Male,Married,9,31,0,1
1,Female,Married,8,53,0,0
1,Male,Single,9,49,0,0
0,Male,Married,8,45,0,0
1,Female,Married,10,35,0,0
0,Male,Single,3,33,0,0
0,Female,Single,12,29,0,0
1,Female,Married,13,39,0,0
1,Male,Married,13,46,0,1
1,Male,Married,13,58,0,0
1,Male,Married,13,35,0,1
1,Male,Married,13,45,0,1
0,Male,Single,13,35,0,0
1,Male,Single,14,22,1,1
0,Male,Married,11,22,0,0
1,Male,Single,13,28,0,0
0,Female,Married,10,51,0,0
1,Male,Single,16,65,0,0
1,Male,Married,8,75,0,0
1,Male,Married,10,44,0,1
0,Male,Single,8,30,0,0
1,Female,Widow,16,47,0,0
0,Male,Single,7,32,0,0
1,Female,Married,1,32,0,1
0,Female,Single,1,27,0,0
0,Female,Single,5,31,0,0
1,Male,Married,11,62,0,0
0,Male,Married,9,56,0,0
0,Male,Single,3,19,0,0
0,Male,Married,3,78,0,0
1,Male,Married,5,32,0,1
1,Male,Married,1,32,0,1
0,Male,Married,4,30,0,0
1,Male,Single,9,31,0,1
1,Male,Married,6,67,0,0
1,Male,Single,8,17,1,0
0,Male,Single,9,37,0,0
1,Male,Single,15,24,0,1
1,Female,Divorced,13,29,0,0
1,Male,Married,12,59,0,0
1,Female,Single,15,34,0,0
1,Female,Married,15,38,0,0
1,Male,Single,14,42,0,0
1,Female,Single,15,38,0,0
1,Male,Single,13,45,0,0
1,Male,Married,11,23,0,0
1,Male,Single,11,24,1,0
0,Male,Single,10,0,0,0
1,Male,Married,2,58,0,0
1,Male,Married,5,77,0,0
0,Female,Married,2,47,0,0
1,Male,Single,16,39,0,1
0,Male,Single,9,55,0,0
1,Male,Married,7,41,0,1
1,Female,Single,8,51,0,0
1,Female,Single,12,31,0,0
1,Female,Single,8,28,0,0
0,Male,Divorced,16,37,0,0
1,Female,Single,12,22,1,0
0,Male,Married,8,42,0,0
1,Male,Married,10,54,0,0
1,Male,Married,15,72,0,1
0,Male,Married,2,34,0,1
0,Male,Single,1,31,0,0
1,Female,Married,5,48,0,0
0,Male,Single,3,40,0,0
0,Male,Single,7,36,0,0
1,Female,Married,4,44,0,0
1,Male,Single,6,24,1,0
1,Female,Single,9,35,0,0
1,Male,Single,16,58,0,1
1,Male,Married,3,65,0,0
0,Female,Married,7,30,0,0
0,Male,Single,11,26,0,0
1,Male,Married,8,62,0,1
1,Male,Married,9,60,0,0
1,Female,Married,5,47,0,0
0,Male,Married,15,59,0,0
1,Female,Widow,15,21,0,0
1,Male,Married,5,46,0,1
1,Female,Single,9,43,0,0
1,Male,Married,16,76,0,0
0,Female,Single,11,25,0,0
1,Male,Single,15,59,0,0
0,Male,Married,16,71,0,0
1,Male,Single,3,24,1,0
1,Male,Single,9,35,0,1
0,Female,Married,5,33,0,0
1,Male,Single,3,30,0,1
1,Male,Single,6,19,0,1
0,Male,Single,8,23,1,0
0,Male,Single,2,44,0,0
1,Female,Married,11,32,0,1
0,Male,Married,12,63,0,0
1,Female,Divorced,16,42,0,0
0,Male,Single,10,40,0,0
1,Male,Single,14,25,0,0
0,Male,Married,5,29,0,0
1,Male,Married,16,75,0,0
1,Female,Single,5,40,0,0
0,Male,Single,16,24,1,0
1,Male,Married,3,51,0,0
1,Female,Single,16,35,0,0
1,Female,Married,14,44,0,0
1,Female,Married,9,43,0,0
0,Male,Single,7,23,0,0
1,Female,Married,7,43,0,0
1,Female,Married,12,51,0,0
0,Male,Single,7,23,1,0
1,Male,Married,1,57,0,1
1,Male,Married,13,52,0,1
1,Male,Single,2,42,0,1
0,Male,Married,4,51,0,0
0,Male,Single,7,44,0,0
1,Male,Married,10,27,0,1
0,Male,Married,6,71,0,0
0,Female,Single,12,24,1,0
0,Male,Married,11,65,0,0
1,Male,Married,1,55,0,0
1,Male,Married,14,31,0,1
1,Male,Single,14,41,0,0
1,Male,Single,9,29,0,0
0,Male,Married,13,62,0,0
0,Male,Married,2,76,0,0
1,Female,Married,14,45,0,0
1,Male,Married,6,33,0,1
1,Male,Married,10,41,0,1
1,Male,Married,4,80,0,0
1,Female,Single,1,23,1,0
1,Female,Single,10,45,0,1
0,Male,Married,10,53,0,0
1,Female,Single,2,23,0,0
0,Female,Married,6,36,0,0
0,Male,Single,5,27,0,0
0,Male,Married,12,31,0,0
1,Male,Married,8,39,0,1
1,Female,Married,3,33,0,1
0,Female,Single,6,28,0,0
1,Male,Single,3,22,1,1
0,Male,Single,10,36,0,0
0,Male,Married,5,52,0,0
0,Female,Single,10,27,0,0
1,Male,Single,13,21,1,0
0,Male,Single,12,31,0,1
0,Male,Married,16,50,0,0
1,Male,Single,14,24,1,0
1,Male,Single,16,23,1,0
1,Female,Married,14,31,0,0
1,Female,Married,3,68,0,0
1,Male,Single,7,66,0,0
1,Male,Single,16,21,1,1
1,Male,Single,6,18,1,1
1,Male,Married,10,70,0,0
1,Male,Married,3,75,0,0
0,Male,Married,9,66,0,0
1,Male,Married,14,63,0,0
1,Male,Married,2,52,0,0
0,Male,Married,6,75,0,0
1,Female,Married,10,48,0,0
0,Male,Married,7,39,0,1
1,Male,Single,13,17,1,1
0,Male,Married,13,58,0,0
1,Male,Single,1,39,0,0
1,Male,Married,2,40,0,1
1,Male,Married,12,53,0,1
1,Male,Married,7,69,0,0
0,Female,Single,10,29,0,0
1,Male,Married,2,60,0,0
0,Male,Single,2,23,1,0
1,Male,Single,13,74,0,0
0,Male,Married,4,61,0,0
1,Female,Married,11,34,0,0
1,Male,Married,6,28,0,1
1,Male,Married,9,70,0,0
1,Female,Married,15,53,0,0
1,Female,Single,13,39,0,0
0,Male,Single,4,37,0,0
1,Female,Married,9,39,0,0
1,Male,Single,13,60,0,0
0,Female,Married,7,38,0,0
1,Male,Married,10,79,0,0
0,Male,Married,2,59,0,0
1,Male,Married,15,76,0,0
1,Male,Married,13,28,0,0
0,Female,Married,7,35,0,0
1,Male,Single,8,31,0,1
1,Male,Single,2,37,0,0
1,Male,Married,5,72,0,1
1,Male,Married,16,61,0,0
0,Male,Single,1,22,1,0
1,Male,Married,14,56,0,0
1,Female,Single,2,31,0,0
1,Male,Married,14,37,0,1
0,Female,Single,15,42,0,0
0,Male,Single,13,21,0,0
1,Female,Single,14,28,0,0
1,Female,Married,3,21,1,0
1,Male,Single,8,38,0,0
0,Male,Married,14,27,0,1
0,Female,Married,4,55,0,0
1,Male,Single,11,44,0,0
1,Male,Single,10,80,0,0
0,Male,Single,15,42,0,0
1,Male,Married,8,43,0,1
1,Male,Single,4,18,0,0
0,Female,Married,15,35,0,0
0,Male,Married,16,64,0,0
1,Female,Single,14,50,0,0
1,Male,Married,13,66,0,1
0,Male,Single,10,34,0,0
1,Female,Married,3,36,0,0
0,Male,Married,4,59,0,0
1,Female,Widow,16,35,0,1
1,Male,Married,11,58,0,0
0,Male,Married,9,58,0,0
0,Female,Single,12,39,0,0
1,Female,Single,5,23,0,0
0,Female,Divorced,2,41,0,0
0,Male,Single,14,20,1,0
1,Male,Single,9,22,1,0
1,Female,Single,8,19,0,0
1,Male,Married,11,49,0,0
1,Female,Married,7,41,0,0
1,Female,Married,8,41,0,0
0,Female,Married,1,33,0,0
0,Male,Single,7,53,0,0
0,Male,Married,14,42,0,0
1,Female,Married,16,50,0,0
0,Male,Single,12,21,0,0
0,Male,Single,11,51,0,0
0,Male,Single,10,23,1,0
0,Male,Single,10,56,0,0
1,Male,Single,14,35,0,0
0,Female,Single,8,38,0,0
1,Male,Single,1,29,0,1
0,Male,Married,3,56,0,0
1,Male,Single,5,63,0,0
0,Male,Married,6,53,0,0
1,Female,Married,1,32,0,0
1,Male,Married,8,35,0,1
1,Female,Married,5,28,0,0
0,Male,Single,11,22,1,0
0,Female,Single,13,29,0,0
1,Female,Single,5,30,0,0
0,Female,Married,10,45,0,0
1,Male,Married,12,29,0,1
0,Female,Married,16,55,0,0
1,Female,Married,1,26,0,0
1,Female,Married,10,40,0,0
1,Female,Single,8,24,0,0
1,Female,Widow,6,37,0,0
1,Female,Married,11,38,0,0
0,Female,Married,8,54,0,0
0,Female,Married,12,48,0,0
1,Female,Single,16,33,0,0
1,Female,Single,3,41,0,0
1,Male,Married,3,48,0,1
1,Male,Single,16,30,0,0
1,Female,Single,11,38,0,0
1,Female,Single,7,53,0,0
0,Female,Single,3,21,0,0
1,Female,Married,16,39,0,1
1,Male,Single,8,18,0,1
0,Female,Single,9,33,0,0
0,Male,Single,4,19,0,0
1,Female,Married,1,34,0,0
0,Male,Married,7,59,0,0
1,Male,Married,9,48,0,1
0,Male,Married,14,65,0,0
0,Male,Married,8,57,0,0
1,Female,Married,15,52,0,0
0,Male,Married,10,27,0,0
1,Female,Single,11,72,0,0
1,Male,Single,16,45,0,0
1,Female,Married,14,36,0,0
0,Male,Married,10,56,0,0
1,Male,Married,2,29,0,1
1,Male,Single,2,18,1,0
0,Male,Married,2,56,0,0
0,Female,Single,14,37,0,0
1,Male,Married,11,63,0,1
1,Male,Single,4,58,0,0
0,Male,Married,4,38,0,0
0,Male,Married,12,38,0,0
0,Female,Single,2,53,0,0
1,Female,Single,14,43,0,0
1,Male,Married,7,59,0,0
1,Female,Married,4,43,0,0
0,Male,Single,2,33,0,0
0,Male,Single,5,52,0,0
0,Female,Single,3,37,0,0
1,Female,Married,3,62,0,1
0,Female,Married,10,55,0,0
1,Female,Married,15,36,0,0
1,Female,Single,10,26,0,0
1,Male,Single,15,28,0,1
1,Female,Married,12,33,0,0
1,Male,Married,13,75,0,0
1,Male,Married,1,43,0,1
0,Male,Married,15,77,0,0
1,Male,Single,10,52,0,0
1,Male,Single,9,38,0,0
0,Male,Single,1,33,0,0
0,Female,Single,13,33,0,0
0,Male,Single,5,41,0,0
1,Male,Single,2,31,0,1
1,Male,Married,1,78,0,0
1,Female,Single,8,53,0,0
1,Male,Single,3,80,0,0
1,Female,Married,11,34,0,1
1,Female,Single,16,21,0,0
1,Male,Married,8,43,0,0
1,Male,Single,8,30,0,0
0,Female,Married,9,43,0,0
1,Male,Married,11,41,0,1
1,Male,Single,5,58,0,1
0,Male,Married,14,50,0,0
1,Male,Married,10,59,0,1
1,Male,Single,2,39,0,0
0,Female,Single,1,34,0,0
0,Male,Married,10,59,0,0
0,Female,Married,6,65,0,0
1,Male,Married,5,30,0,1
0,Male,Single,6,55,0,0
1,Male,Single,4,50,0,0
1,Male,Married,12,41,0,1
1,Female,Single,15,31,0,0
1,Female,Single,2,34,0,0
0,Female,Married,6,26,0,0
0,Male,Single,9,54,0,0
0,Male,Single,11,21,0,0
1,Male,Married,1,30,0,1
0,Male,Single,6,25,0,0
0,Male,Married,11,73,0,0
1,Male,Single,11,60,0,0
1,Male,Married,4,78,0,1
1,Male,Single,8,47,0,0
1,Female,Married,15,61,0,0
0,Female,Married,14,53,0,0
1,Male,Single,8,46,0,0
0,Male,Single,5,0,0,0
1,Male,Married,1,23,0,0
0,Male,Married,9,40,0,0
1,Female,Widow,7,42,0,0
1,Male,Married,3,73,0,0
0,Male,Single,12,63,0,0
0,Male,Married,9,26,0,0
1,Female,Married,10,28,0,0
0,Male,Single,14,57,0,0
0,Male,Married,12,52,0,0
0,Female,Married,10,48,0,0
0,Female,Married,9,27,0,0
1,Male,Married,5,75,0,0
0,Male,Married,2,54,0,0
0,Female,Married,1,45,0,1
1,Male,Married,10,60,0,1
1,Male,Single,15,41,0,0
0,Female,Married,4,31,0,0
1,Female,Married,3,52,0,0
1,Male,Single,5,19,0,1
1,Female,Single,1,30,0,0
0,Male,Married,6,31,0,0
1,Male,Single,10,61,0,0
0,Male,Married,10,39,0,0
1,Male,Married,14,56,0,1
1,Male,Married,9,39,0,1
1,Male,Single,13,18,1,1
1,Male,Single,3,49,0,1
0,Male,Married,3,74,0,0
1,Female,Married,2,35,0,0
0,Male,Married,11,64,0,0
0,Female,Married,6,41,0,0
1,Male,Married,9,57,0,0
0,Female,Married,1,22,1,0
1,Male,Married,6,77,0,0
0,Female,Married,2,34,0,0
1,Male,Single,14,44,0,0
0,Male,Married,10,28,0,0
1,Male,Single,10,24,0,0
1,Female,Married,5,37,0,0
0,Male,Single,12,35,0,0
1,Female,Single,13,43,0,0
0,Female,Married,3,27,0,0
1,Male,Married,14,67,0,0
1,Male,Married,12,58,0,1
0,Female,Married,9,52,0,0
0,Female,Single,15,35,0,0
0,Female,Single,3,34,0,0
1,Male,Single,5,22,0,0
1,Female,Married,8,75,0,0
1,Male,Married,2,63,0,0
0,Male,Married,6,40,0,0
1,Female,Married,4,32,0,0
1,Male,Married,12,34,0,1
1,Female,Married,8,36,0,0
0,Female,Single,6,37,0,0
1,Male,Divorced,11,60,0,0
0,Female,Widow,1,45,0,0
0,Female,Single,3,52,0,0
0,Male,Single,13,44,0,0
1,Male,Single,12,35,0,1
1,Female,Divorced,13,42,0,0
1,Male,Single,1,37,0,0
1,Female,Single,16,21,1,0
0,Male,Married,15,41,0,0
1,Male,Married,9,33,0,1
0,Male,Married,9,42,0,0
0,Female,Married,6,33,0,0
0,Male,Single,15,44,0,0
0,Female,Married,2,40,0,0
1,Male,Married,13,61,0,0
1,Male,Married,12,76,0,0
0,Female,Single,15,30,0,0
0,Female,Married,11,38,0,0
0,Male,Single,8,21,1,0
1,Female,Married,16,30,0,1
0,Male,Married,15,60,0,0
1,Female,Married,4,46,0,1
0,Male,Single,12,23,1,0
0,Female,Single,6,32,0,0
0,Male,Married,13,70,0,0
0,Male,Married,5,35,0,0
0,Male,Married,5,46,0,0
0,Male,Single,13,32,0,0
1,Female,Single,14,44,0,0
0,Female,Married,6,30,0,0
0,Male,Single,16,34,0,0
1,Female,Married,3,34,0,0
1,Female,Married,9,46,0,0
0,Female,Single,11,44,0,0
0,Male,Married,4,36,0,0
0,Female,Single,6,39,0,0
1,Male,Married,10,75,0,0
0,Male,Single,11,24,1,0
1,Female,Divorced,5,51,0,0
0,Female,Single,2,33,0,0
1,Male,Married,5,59,0,0
0,Male,Single,7,34,0,0
0,Male,Single,1,18,1,0
0,Female,Single,7,38,0,0
0,Male,Single,8,25,0,0
1,Male,Single,13,35,0,1
0,Male,Married,13,52,0,0
0,Male,Married,12,50,0,0
1,Male,Married,6,64,0,1
1,Male,Married,13,57,0,0
0,Female,Married,12,59,0,0
1,Male,Single,10,44,0,0
1,Male,Single,5,31,0,0
1,Female,Divorced,13,47,0,0
0,Male,Married,15,39,0,0
0,Male,Married,11,21,1,0
0,Female,Married,4,26,0,0
1,Male,Single,4,25,0,0
1,Male,Widow,6,59,0,0
1,Male,Single,6,28,0,1
0,Female,Single,4,48,0,0
0,Female,Married,3,34,0,0
0,Male,Single,12,24,1,0
1,Male,Single,10,0,1,0
1,Male,Married,11,80,0,0
0,Male,Married,9,59,0,0
1,Female,Single,8,42,0,1
0,Male,Married,13,34,0,1
1,Male,Single,4,53,0,0
1,Male,Married,3,26,0,1
1,Male,Single,6,49,0,1
1,Female,Single,3,31,0,1
1,Female,Single,15,45,0,0
1,Male,Married,12,63,0,0
1,Male,Married,5,58,0,0
1,Female,Divorced,12,43,0,0
1,Male,Single,1,70,0,0
0,Male,Single,15,23,0,0
0,Male,Single,16,28,0,0
1,Female,Married,10,52,0,0
1,Male,Single,1,22,1,0
0,Male,Married,12,37,0,0
1,Female,Married,10,31,0,1
1,Male,Married,4,45,0,1
1,Male,Married,9,32,0,1
0,Male,Single,6,19,1,0
1,Male,Married,13,56,0,0
0,Female,Married,4,56,0,0
1,Male,Single,13,46,0,0
1,Male,Married,3,50,0,1
1,Female,Single,3,27,0,0
1,Female,Single,8,42,0,0
1,Male,Married,13,66,0,0
1,Male,Married,7,68,0,1
0,Male,Married,5,53,0,0
1,Female,Married,7,32,0,1
0,Male,Married,1,73,0,0
1,Male,Married,5,31,0,1
1,Male,Married,13,40,0,0
0,Male,Married,10,47,0,0
1,Male,Single,6,41,0,0
1,Female,Single,1,32,0,0
1,Male,Single,9,37,0,0
1,Male,Married,16,73,0,0
1,Male,Married,3,29,0,1
1,Male,Married,11,28,0,1
0,Male,Single,14,22,1,0
0,Female,Married,2,32,0,0
0,Male,Married,9,64,0,0
1,Female,Married,12,22,1,0
0,Female,Married,13,24,0,0
1,Female,Single,8,43,0,0
1,Female,Married,3,40,0,0
1,Female,Married,12,50,0,0
1,Male,Married,7,74,0,0
1,Male,Married,3,60,0,1
1,Male,Married,11,59,0,1
1,Male,Single,15,44,0,0
1,Male,Single,1,30,0,1
0,Male,Married,4,47,0,0
0,Male,Single,2,32,0,0
1,Male,Married,8,71,0,0
1,Female,Married,14,26,0,1
0,Male,Married,13,66,0,0
0,Male,Married,3,58,0,0
1,Female,Single,6,26,0,1
0,Male,Married,8,50,0,0
1,Female,Married,4,45,0,0
1,Male,Single,10,24,1,0
1,Female,Single,11,47,0,0
1,Female,Married,10,41,0,0
1,Male,Single,4,55,0,0
1,Female,Married,9,48,0,0
0,Male,Single,15,27,0,0
1,Male,Married,16,71,0,0
1,Male,Single,4,42,0,0
0,Male,Married,14,55,0,0
1,Male,Married,16,46,0,1
0,Male,Single,14,0,0,0
1,Male,Married,1,21,1,0
1,Male,Single,14,28,0,1
0,Male,Single,14,19,0,0
1,Female,Single,14,34,0,0
1,Female,Married,2,59,0,0
1,Female,Married,13,53,0,0
0,Male,Married,4,68,0,0
1,Female,Single,5,32,0,0
0,Male,Single,3,45,0,1
0,Male,Married,12,58,0,0
1,Male,Married,9,76,0,1
0,Male,Married,1,32,0,0
1,Male,Single,4,24,1,0
1,Female,Married,10,32,0,0
0,Male,Single,11,27,0,0
1,Female,Divorced,13,38,0,0
0,Female,Single,15,23,0,0
1,Female,Single,7,29,0,0
1,Male,Single,14,22,1,0
0,Male,Single,7,33,0,0
1,Male,Married,2,72,0,0
0,Male,Married,6,49,0,0
1,Male,Married,6,69,0,0
1,Female,Single,9,37,0,0
1,Male,Married,9,36,0,0
1,Female,Single,4,37,0,0
1,Female,Single,4,22,0,0
1,Male,Married,15,28,0,1
0,Male,Married,11,58,0,0
0,Male,Single,1,18,0,0
0,Female,Single,12,26,0,0
0,Male,Married,6,61,0,0
0,Male,Single,5,21,1,0
0,Male,Single,16,45,0,0
1,Female,Single,13,31,0,0
0,Male,Married,16,61,0,0
1,Male,Married,12,80,0,0
0,Male,Married,8,39,0,0
0,Female,Single,3,46,0,0
1,Male,Single,1,54,0,0
1,Female,Single,15,25,0,0
1,Male,Single,6,72,0,0
1,Female,Married,14,61,0,0
1,Female,Married,14,42,0,0
0,Male,Married,6,63,0,0
1,Male,Married,1,62,0,0
1,Male,Single,7,24,1,0
1,Male,Married,2,54,0,1
1,Male,Married,16,64,0,1
1,Female,Married,4,51,0,0
0,Female,Married,11,39,0,0
0,Male,Married,15,33,0,0
0,Male,Married,3,75,0,0
1,Male,Single,16,47,0,0
0,Male,Married,1,52,0,0
1,Female,Married,3,29,0,0
1,Male,Single,2,29,0,1
0,Female,Married,2,30,0,0
